"id","id_vacancia","skill_name"
6120,83279671,"PostgreSQL"
6121,83279671,"Linux"
6122,83279671,"Nginx"
6123,83279671,"FastAPI"
6124,83279671,"Django Framework"
6125,83279671,"Docker"
6126,83279671,"Django"
6127,83279671,"Python Developer"
6128,83279672,"Python"
6129,83279672,"PostgreSQL"
6130,83279672,"Linux"
6131,83279672,"Nginx"
6132,83279672,"FastAPI"
6133,83279672,"Django Framework"
6134,83279672,"Docker"
6135,83279672,"Django"
6136,83279672,"Python Developer"
6137,83279673,"Python"
6138,83279673,"PostgreSQL"
6139,83279673,"Linux"
6140,83279673,"Nginx"
6141,83279673,"FastAPI"
6142,83279673,"Django Framework"
6143,83279673,"Docker"
6144,83279673,"Django"
6145,83279673,"Python Developer"
6146,83279675,"Python"
6147,83279675,"PostgreSQL"
6148,83279675,"Linux"
6149,83279675,"Nginx"
6150,83279675,"FastAPI"
6151,83279675,"Django Framework"
6152,83279675,"Docker"
6153,83279675,"Django"
6154,83279675,"Python Developer"
6155,83268142,"Python"
6156,83268142,"Основы теории графов"
6157,83268142,"ООП"
6158,83268142,"Unit Testing"
6159,81830521,"Python"
6160,81830521,"MongoDB"
6161,81830521,"Redis"
6162,81830521,"PostgreSQL"
6163,81830521,"aiohttp"
6164,81830521,"Swagger"
6165,81830521,"ClickHouse"
6166,81830521,"RabbitMQ"
6167,81830521,"asyncio"
6168,30548119,"Python"
6169,30548119,"Django Framework"
6170,30548119,"Flask Framework"
6171,30548119,"Git"
6172,30548119,"ООП"
6173,83268235,"Django"
6174,83268235,"fastAPI"
6175,83268235,"Python"
6176,83256342,"Python"
6177,83256342,"Docker"
6178,83256342,"Linux"
6179,83256342,"Базы данных"
6180,83256342,"kubernetes"
6181,83111537,"Python"
6182,83111537,"SQL"
6183,83111537,"Flask"
6184,83111537,"REST"
6185,83111537,"REST API"
6186,83111537,"Web Service"
6187,83111537,"Zeep"
6188,83111537,"Pika"
6189,83438237,"Python"
6190,83438237,"Django Framework"
6191,83438237,"CI/CD"
6192,83438237,"Docker"
6193,83438237,"Backend"
6194,81744533,"ООП"
6195,81744533,"SQL"
6196,81744533,"Python"
6197,81744533,"Git"
6198,81744533,"restapi"
6199,81744533,"Django Framework"
6200,82962714,"Python"
6201,82962714,"Django Framework"
6202,82962714,"PostgreSQL"
6203,82962714,"ООП"
6204,82962714,"RabbitMQ"
6205,82962714,"Git"
6206,82962714,"Django"
6207,82962714,"Unit Testing"
6208,82962714,"Ориентация на результат"
6209,82962714,"REST"
6210,82962714,"Kafka"
6211,82962714,"TDD"
6212,82962714,"Flask"
6213,82962714,"Redis"
6214,82962714,"Teamleading"
6215,82962714,"Docker"
6216,82962714,"Linux"
6217,82962714,"SQL"
6218,82892338,"Python"
6219,82892338,"Django Framework"
6220,82892338,"PostgreSQL"
6221,82892338,"ООП"
6222,82892338,"RabbitMQ"
6223,82892338,"Git"
6224,82892338,"Django"
6225,82892338,"Unit Testing"
6226,82892338,"Ориентация на результат"
6227,82892338,"REST"
6228,82892338,"Kafka"
6229,82892338,"TDD"
6230,82892338,"Flask"
6231,82892338,"Redis"
6232,82892338,"Teamleading"
6233,82892338,"Docker"
6234,82892338,"Linux"
6235,82892338,"SQL"
6236,83039778,"pandas"
6237,83039778,"numpy"
6238,83039778,"Python"
6239,83039778,"Data Analysis"
6240,83026155,"PostgreSQL"
6241,83026155,"Python"
6242,83026155,"Kafka"
6243,83026155,"Docker"
6244,83026155,"Django Framework"
6245,83026155,"MongoDB"
6246,83026155,"RabbitMQ"
6247,83026155,"Elasticsearch"
6248,83026155,"Redis"
6249,83026155,"Celery"
6250,83026155,"Nginx"
6251,83026156,"PostgreSQL"
6252,83026156,"Python"
6253,83026156,"Kafka"
6254,83026156,"Docker"
6255,83026156,"Django Framework"
6256,83026156,"MongoDB"
6257,83026156,"RabbitMQ"
6258,83026156,"Elasticsearch"
6259,83026156,"Redis"
6260,83026156,"Celery"
6261,83026156,"Nginx"
6262,83026074,"Python"
6263,83026074,"MongoDB"
6264,83026074,"Swagger"
6265,83026074,"FastAPI"
6266,83026074,"REST"
6267,83026074,"Git"
6268,83026074,"SQL"
6269,83200368,"Git"
6270,83200368,"Python"
6271,83200368,"Linux"
6272,83200368,"MongoDB"
6273,83200368,"PostgreSQL"
6274,82870573,"Python"
6275,82870573,"PHP"
6276,82870573,"ООП"
6277,82870573,"MySQL"
6278,82870573,"MongoDB"
6279,82986913,"Django Framework"
6280,82986913,"Python"
6281,82986913,"PostgreSQL"
6282,82986913,"Английский язык"
6283,82986913,"REST"
6284,75726639,"Python3, Linux, PostgreSQL, OpenStack, KVM, Ansible, Kubernetes, Django, Celery."
6285,82840844,"Python"
6286,82840844,"Elasticsearch"
6287,82840844,"aiohttp"
6288,82840844,"Kibana"
6289,80496137,"Python"
6290,80496137,"Django Framework"
6291,80496137,"Django Rest Framework"
6292,80496137,"Backend"
6293,80496137,"Git"
6294,80496137,"SQL"
6295,80496137,"Redis"
6296,80496137,"PostgreSQL"
6297,82613352,"Python"
6298,82613352,"fastApi"
6299,82525826,"Python"
6300,82525826,"Django Framework"
6301,82525826,"Redis"
6302,82525826,"pytest"
6303,82773299,"Python"
6304,82773299,"Django Framework"
6305,82773299,"SQL"
6306,82773299,"SQLAlchemy"
6307,82773299,"asyncio"
6308,82573094,"Python"
6309,82573094,"MongoDB"
6310,82573094,"Fast API"
6311,82573094,"REST"
6312,82573094,"Git"
6313,82573094,"SQL"
6314,82573094,"Swagger"
6315,82536455,"Python"
6316,82536455,"Git"
6317,82536455,"HTML"
6318,82536455,"JavaScript"
6319,82536455,"PostgreSQL"
6320,82536455,"Django Framework"
6321,82536455,"Linux"
6322,82536455,"REST"
6323,82536455,"Dramatiq"
6324,82536455,"DRF"
6325,82596275,"B2B"
6326,82596275,"Python"
6327,82596275,"Git"
6328,82596275,"Flask"
6329,76756654,"Python 3, FastAPI, PostgreSQL"
6330,82825127,"Python"
6331,82825127,"Linux"
6332,82825127,"Django Framework"
6333,82825127,"Bash"
6334,82825127,"Docker-compose"
6335,84148906,"Python"
6336,84148906,"API"
6337,84148906,"docker"
6338,84148906,"ci/cd"
6339,84122407,"Python"
6340,84122407,"Django Framework"
6341,84122407,"PostgreSQL"
6342,84122407,"GraphQL"
6343,84122407,"ElasticSearch"
6344,84149502,"Python"
6345,84149502,"Django Framework"
6346,84149502,"Git"
6347,84149502,"Linux"
6348,84149502,"Администрирование серверов Linux"
6349,84149502,"Nginx"
6350,84149502,"PostgreSQL"
6351,84149502,"XML"
6352,84149502,"Redis"
6353,84149502,"VueJs"
6354,84149502,"AngularJS"
6355,84149502,"Nuxt.js"
6356,78388031,"Git"
6357,78388031,"SOAP"
6358,78388031,"Redmine"
6359,78388031,"REST"
6360,78388031,"ORM"
6361,78388031,"Удаленная работа"
6362,78388031,"Работа с базами данных"
6363,78388031,"Базы данных"
6364,78388031,"Оптимизация кода"
6365,78388031,"ООП"
6366,78388031,"Docker"
6367,78388031,"Power BI"
6368,78388031,"Работа с системами аналитики"
6369,78388031,"Python"
6370,78388031,"HTML5"
6371,78388031,"JavaScript"
6372,78388031,"Angular"
6373,78388031,"React"
6374,78388031,"Apache Superset"
6375,78388031,"Pentaho"
6376,78388031,"Форсайт"
6377,78388031,"Java"
6378,78388031,"Spring Framework"
6379,83277528,"celery"
6380,83277528,"kafka"
6381,83277528,"PostgreSQL"
6382,83277528,"asyncio"
