"id","company_name","position","job_description","key_skills","industries"
83948387,"Леруа Мерлен","Python developer (middle/middle+)","<html><body><p>Мы находимся в поисках <strong>Python developer (middle/middle+) </strong>в продуктовую команду ""Информационная безопасность"". Мы делаем аудит безопасности бизнес приложений, инфраструктуры и процессов разработки, предоставляем сервисы и компетенции ИБ командам внутри компании, внедряем и улучшаем имеющиеся процессы, связанные с кибербезопасностью и не только!</p> <p><strong>Что нужно делать:</strong></p> <p> </p> <ul> <li>разрабатывать и поддерживать внутренние сервисы, интеграции между системами;</li> <li>участвовать в разработке архитектуры и бизнес-логики наших систем;</li> <li>рефакторить существующую кодовую базу;</li> <li>ревьювить код коллег-разработчиков;</li> <li>настраивать мониторинг/алертинг на свои сервисы (Prometheus, Slack/MS Teams, Telegram);</li> <li>покрывать код unit и интеграционными тестами;</li> <li>проводить тестирование производительности;</li> <li>делиться своим опытом, учиться новому.</li> </ul> <p><strong>Наши ожидания:</strong></p> <ul> <li>опыт от 3-х лет в коммерческой разработке на Python;</li> <li>опыт работы и понимание протоколов HTTP, SMTP, LDAP, DNS;</li> <li>опыт использования Git, PostgreSQL, MySql;</li> <li>знание Linux систем и компонентов;</li> <li>знание Docker;</li> <li>регулярное использование в работе Unit-тестов и CodeReview;</li> <li>умение решать задачи самостоятельно, предлагать собственные варианты решения</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>знание pandas;</li> <li>знание Jenkins и Kubernetes;</li> <li>опыт использования Vault, Mongo, Redis, Kafka, MS Sql, Jira;</li> <li>опыт работы с одним из веб-фреймворков: Django, Flask, Fastapi, aiohttp</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li> <p>работу в компании с развитой инженерной культурой;</p> </li> <li> <p>гибкую систему премирования;</p> </li> <li> <p>расширенный социальный пакет: ДМС со стоматологией с первого месяца работы, психолог и страхование жизни, компенсация питания и оплата мобильной связи;</p> </li> <li> <p>возможности профессионального роста, программы развития для сотрудников;</p> </li> <li> <p>корпоративное обучение и доступ к базе знаний;</p> </li> <li> <p>внутренние профессиональные сообщества и мероприятия;</p> </li> <li> <p>автономность работы, возможность менять правила, ошибаться и создавать новое;</p> </li> <li> <p>гибридный формат работы (мы встречаемся 1 раз в неделю, больше - по желанию);</p> </li> <li> <p>современный офис в 2 минутах ходьбы от МЦК ЗИЛ.</p> </li> </ul> <p>С каждым годом, на выбор сотрудника становится доступно больше дополнительных опций. Например, частичная компенсация путешествий, затрат на обучение, спортивных занятий.</p></body></html>","Python; SQL; Linux; Git; Docker; ","41.518; "
83808487,"ARK","Middle/Senior Python developer","<html><body><p><strong><em>Информация о компании: </em></strong>Команда ARK уже более 15 лет в сфере разработки ИТ-решений. Мы работали над сайтами, мобильными приложениями и IT платформами для крупнейших медийных, фармацевтических, киберспорт и FMCG компаний. Более пяти лет назад мы создали собственное SFA-решение для автоматизации работы мерчандайзера для отраслей Retail &amp; FMCG. ARK сегодня это экосистема решений, которые позволяют полностью закрыть все потребности по оптимизации бизнес процессов.</p> <p><strong><em>Проект:</em></strong> Мы разрабатываем b2b решение в области мерчендайзинга. Простым языком - наша платформа позволяет крупным производителям и поставщикам контролировать выкладку их товаров в магазинах партнеров - торговых сетей. В текущий момент мы уже вышли на рынок и находимся на этапе роста и масштабирования продукта. Под капотом у нас сложная бизнес-логика и относительно большие нагрузки.</p> <p><strong><em>Предстоящие задачи:</em></strong></p> <p>· Разработка, code review, рефакторинг кода;</p> <p>· Сопровождение и документирование написанного кода;</p> <p>· Участие в проектировании систем;</p> <p>· Оптимизация сервисов под высокие нагрузки.</p> <p><strong><em>Мы ожидаем от тебя:</em></strong></p> <p>· <strong>Опыт в продакшн от 3-х лет!</strong> Нам нужен уверенный мидл или сеньор;</p> <p>· Мы используем Django, Django Rest Framework, Postgresql. Опыт в применении этих инструментов будет большим плюсом, но если ты уверенно чувствуешь себя в любом другом веб-фреймворке и готов сменить стек, мы можем это обсудить;</p> <p>· Обязательно владение git, большой плюс если есть опыт работы с docker, docker-compose и понимание DevOps методологии;</p> <p>· Понимание базовых принципов работы баз данных и построения запросов, основных архитектурных подходов, алгоритмов и структур данных;</p> <p>· Умение писать читабельный и поддерживаемый код;</p> <p>· Системное мышление;</p> <p><strong><em>Как мы работаем</em></strong></p> <p>· у нас in-house разработка;</p> <p>· долгосрочные проекты – игра «в долгую» (не проектная занятость);</p> <p>· используем agile-подход с двухнедельными спринтами;</p> <p>· один на один с трудностями не оставляем, всё обсуждаем и помогаем друг другу.</p> <p><strong><em>Мы предлагаем</em></strong></p> <p>· оплата по рынку и выше;</p> <p>· удаленный формат работы;</p> <p>· сильная команда специалистов по разным направлениям;</p> <p>· возможность повлиять на цифровую трансформацию</p> <p>· официальное трудоустройство, соблюдение ТК</p> <p><strong><em>Почему у нас хорошо?</em></strong></p> <p>· <strong> <em>Стабильность</em>.</strong> Компания экономически устойчива и растёт каждый год.</p> <p>· <strong><em>Масштаб.</em></strong> Вы станете участником крупных проектов, полностью меняющих бизнес-процессы и даже бизнесы.</p> <p>· <strong><em>Интерес.</em></strong> Вы попадёте в насыщенную событиями рабочую атмосферу крупной компании.</p> <p>· <strong><em>Доверие.</em></strong> Лояльное руководство, отсутствие микроменеджмента.</p> <p>· <strong><em>Комфорт.</em></strong> Мы за work-life balance – стараемся жить без переработок и отдыхать в выходные.</p></body></html>","Git; PostgreSQL; Управление проектами; Docker; Творческое мышление; Python; Django Framework; Docker-compose; Системное мышление; принимать решения и за их результаты отвечать самостоятельно; ","7.541; 7.540; 7.539; "
82910400,"РА Дельта","Middle разработчик Python / Django","<html><body><p>В нашу компанию требуется хороший человек - и при этом Python-разработчик :)</p> <p>Среди задач - миграция имеющейся кодовой базы в <em>Kubernetes</em>, развитие существующих проектов и разработка новых микросервисов. Мы специализируемся на дистрибуции десктопного софта в странах СНГ и создании массовых онлайн-сервисов, занимаем на этом рынке лидирующие позиции.</p> <p>Наша вакансия <strong>для людей с опытом</strong>. Широкая вилка оклада обусловлена тем, что на задачи в текущих проектах требуется несколько разработчиков - и <strong>мы готовы рассматривать кандидатов разного уровня.</strong></p> <p><strong>Кратко</strong>. Python, full-time, гибкий график, удалённая работа. Гарантируем крутой рабочий процесс, помощь в освоении нового, интересные задачи и, конечно, достойную оплату.</p> <p><strong>Необходимые навыки:</strong></p> <ul> <li>уверенно владеть Python 3, понимать отличия от Python 2;</li> <li>иметь опыт работы с Django и Flask в production;</li> <li>хорошо знать MySQL, иметь опыт оптимизации запросов;</li> <li>уметь разбираться в чужом коде</li> </ul> <strong>Будет плюсом:</strong> <ul> <li>опыт работы с Django Rest Framework;</li> <li>навык написания тестов с использованием unittest/pytest, mock;</li> <li>опыт работы в production с MongoDB, Redis, InfluxDB;</li> <li>опыт CI для Python приложений (Docker, Jenkins);</li> <li>опыт c <em>Kubernetes</em> - б<em>о</em>льшая часть нашего кода уже там.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li><strong>Конкурентный уровень дохода, при full-time. </strong>Определяется вашими начальными навыками.</li> <li><strong>Удалённая работа. Гибкий график.</strong> Вы сможете разбить свой день на удобные интервалы работы и работать в привычной обстановке.</li> <li><strong>Работа в мини-команде</strong>: напарники-питонеры, системный администратор, напарник-фронтендер, тимлид. Забудьте о соло-разработке или бюрократии:) Чтобы избежать недопонимания - это часть коллектива в ~30 человек;</li> <li><strong>Умеем и любим работать с людьми</strong>. Это значит, что мы <strong>поможем</strong> вам последовательно прокачать недостающие компетенции путём наставничества и правильного менеджмента. А если вы уже изначально PRO для наших типовых задач, то <strong>создадим условия</strong> для дальнейшего роста - как технического, так и административного. У нас интересные проекты.</li> </ul> <p><strong>Бонусы:</strong></p> <ul> <li>Премии за успешное выполнение стратегически важных этапов.</li> <li>Участие в востребованном и качественно реализованном проекте с отлаженной инфраструктурой и современными инструментами разработки.</li> <li>Дружный и технически грамотный коллектив.</li> <li>Выверенный годами баланс между дисциплиной и свободой.</li> <li>ещё один пункт про нашу команду — она у нас <strong>классная</strong></li> </ul> <p><strong>Дополнительные инструкции:</strong></p> <p>Мы будем признательны, если к отклику вы приложите:</p> <ol> <li>небольшой рассказ о себе в свободной форме: напишите об интересах в программировании (или работе в целом) и о том, что зацепило в нашей вакансии;</li> <li>примеры своего кода: GitHub, Bitbucket, ссылка на облако или как-то иначе.</li> </ol> <p>P.S. У нас открыты и другие вакансии для разработчиков, смотрите профиль компании.</p></body></html>","PostgreSQL; Django Framework; MySQL; Redis; MongoDB; Flask; Scrum; REST; Kubernetes; Docker; InfluxDB; Jenkins; Git; ",""
83928603,"X5 Tech","Python разработчик (Middle / Senior)","<html><body><p><strong><em>Х5 Технологии</em></strong><em> </em><em>— это отдельная бизнес-единица Х5 Group, которая отвечает за создание комплексных цифровых решений для бизнес-единиц Х5.</em></p> <p><em>Наша команда — это 3,5 тысячи специалистов по информационным технологиям и большим данным. Мы разрабатываем решения, которые помогают десяткам миллионов людей.</em></p> <p> </p> <p><em><strong>Проекты</strong></em><em>: продуктовая разработка. Разрабатываем продукты для автоматизации ключевых бизнес-процессов компании (сложная бизнес-логика, масштабные системы, есть совсем highload)</em></p> <p><em><strong>Технологии</strong></em><em>: Python 3.6 - 3.9, синхронные Django, асинхронные - Aiohttp / </em><em>FastAPI. PostgreSQL, SQLAlchemy, брокеры очередей (Kafka / RabbitMQ и др), автоматизация CI CD (k8s)</em></p> <p><em><strong>Команда и процессы</strong></em><em>: численность команд на продукте (7-15 человек, есть команды по 50 человек, но их разделяем на стримы). Гибкие методологии (Scrum или Kanban). Совместная работа с беклогом, Unit tests, code review и тд.</em></p> <p> </p> <p><strong>Чтобы попасть на проект нужны:</strong></p> <ul> <li>Опыт создания приложений и разработки API на Python, используя веб-фреймворки (Django либо FastAPI / Aiohttp или другой асинхронный фреймворк)</li> <li>Опыт работы с СУБД хотя бы через ORM или SQLAlchemy (уверенное владение SQL, индексы, оптимизация запросов – для старших позиций)</li> <li>Желание работать в команде, участвовать в проектировании архитектуры, выдвигать предложения по улучшению решений и процессов</li> </ul> <p> </p> <p><strong>В ответ мы предлагаем:</strong></p> <ul> <li>схема мотивации: Fix + 15% квартальный бонус + 5% годовой бонус</li> <li>возможность работать удалённо, гибкий график (на 5-6 часов совпадать с командой)</li> <li>возможность профессионального и карьерного роста (обратная связь регулярная, индивидуальные планы развития, 2 раза в год оценка персонала)</li> <li>яркую корпоративную жизнь с большим количеством мероприятий, конкурсов и возможностей для творческой реализации: X5 Tech Bar, регулярные внутренние митапы, демо-дни, открытые микрофоны, обмен опытом через внутренние комьюнити, день IT-специалиста, программы корпоративного волонтерства, корпоративное предпринимательство X5 Idea Challenge</li> <li>широкий пакет ДМС (включая выезд за рубеж и стоматологию), страхование жизни и здоровья; забота о благополучии сотрудников.</li> <li>программа привилегий Prime-zone (скидки на товары и услуги и специальные предложения от компаний-партнёров);</li> <li>материальную помощь сотрудникам, попавшим в сложную жизненную ситуацию</li> </ul> <p> </p> <p>X5 Group. Создавай новый ритейл</p> <p>Узнай о нас больше в соц. сетях #X5TECH</p></body></html>","Python; Django Framework; iohttp; RabbitMQ; PostgreSQL; FastAPI; SQLAlchemy; ","41.517; 7.540; 7.539; "
83925674,"СБЕР","Senior/middle Python разработчик","<html><body><p>Мы – команда, которая разрабатывает сервис по автоматическому распознаванию и классификации документов. Наш сервис с помощью различных подходов и современных технологий решает задачи по оптимизации трудозатрат при проверке пакетов документов в различных процессах Банка. Команда включает в себя все роли, необходимые для реализации целей от идеи и анализа до разработки и сопровождения реализованного замысла. Продукт обрабатывает сотни тысяч задач и миллионы страниц документов ежегодно, и мы работает над увеличением количества процессов и сценариев, где мы можем быть полезны пользователям.</p> <p><strong>Обязанности</strong></p> <ul> <li>Участвовать в развитии одной из ключевых систем кластера;</li> <li>Предлагать и внедрять новые идеи в разработке;</li> <li>Работать над масштабируемостью системы, реализовывать интеграции с несколькими внешними подсистемами;</li> <li>Активно взаимодействовать с командой Data Science, ответственных за создание моделей;</li> <li>Развиваться, учиться в Корпоративном университете Сбера, участвовать в семинарах и других активностях как внутри банка, так и вне</li> </ul> <p><strong>Требования</strong></p> <ul> <li>Опыт написания кода на Python, желание писать качественный код промышленного уровня;</li> <li>Опыт написания web-приложений с использованием фреймворков Django/Flask/AIOHTTP или подобным;</li> <li>Знание Git, опыт командной разработки;</li> <li>Умение тестировать свой код и писать различные виды тестов;</li> <li>Знание основ операционных систем, опыт работы с Linux в качестве пользователя или системного админиcтратора;</li> <li>Умение контейнеризировать собственные приложения с помощью Docker;</li> <li>Опыт работы с реляционными СУБД, ORM фреймворками;</li> <li>Фундаментальные знания сетей, алгоритмов и структур данных, паттернов программирования и дизайна архитектур корпоративных приложений;</li> <li>Желание развиваться в направлении работы с распределенными и высоконагруженными системами.</li> </ul> <p><strong>Преимуществом будет:</strong></p> <ul> <li>Kubernetes/Openshift;</li> <li>Grafana;</li> <li>Инструменты CI/CD (Jenkins, Ansible, Helm);</li> <li>Go;</li> <li>Знание основ машинного обучения.</li> </ul> <p><strong>ТехСтек команды:</strong></p> <ul> <li>Python 3.8;</li> <li>AIOHTTP, FastAPI, Celery, SQLAlchemy;</li> <li>PostgreSQL;</li> <li>Linux;</li> <li>Docker;</li> <li>OpenShift (Kubernetes);</li> <li>Helm;</li> <li>Jenkins;</li> <li>RabbitMQ, Каfka.</li> </ul> <p><strong>Условия</strong></p> <ol> <li>Уникальная возможность поработать над интересным, крупным проектом;</li> <li>Профессиональный рост в дружной команде профессионалов;</li> <li>Официальное оформление по ТК РФ;</li> <li>Белая заработная плата (оклад + премии);</li> <li>ДМС, страхование от несчастных случаев, корпоративные мероприятия;</li> <li>Программа льготного кредитования и ипотеки в Сбербанке;</li> <li>Дисконт-программы от компаний партнеров.​​</li> <li><strong>Работа в формате офис/гибрид.</strong></li> </ol></body></html>","","43.647; "
83829617,"KVINT","Python Developer Middle (Backend), удаленно","<html><body><p><strong>Компания KVINT </strong>– ведущая компания по разработке и внедрению голосовых роботов.</p> <p>Основной продукт – голосовые виртуальные операторы, способные заменить живого человека на телефоне на входящих и исходящих звонках, во время которых роботы полностью имитируют живое человеческое общение по телефону, и люди не догадываются, что общаются с роботом.</p> <p>Решение построено на нейронных моделях, содержит технологии синтеза и распознавания речи, обработки естественного языка и управления диалогом.</p> <p>Среди наших клиентов крупнейшие компании на российском рынке - Мегафон, Альфабанк, Уральский банк реконструкции и развития, Росбанк, Росгосстрах Банк, Lamoda и др.</p> <p> </p> <p>Сейчас мы ищем <strong>PYTHON РАЗРАБОТЧИКА</strong>, который бы присоединился к нашей дружной команде.</p> <p><strong>Обязанности: </strong></p> <ul> <li>Разработкой высоконагруженных backend-сервисов;</li> <li>Пользовательская разработка API для внешних интеграций;</li> <li>Масштабирование: подготовка к запускам крупных клиентов и выстраивание нестандартных процессов под них;</li> <li>Поддержкой и развитие существующей инфраструктуры сервисов</li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li>Уверенные знания языка программирования Python;</li> <li>Владение многопоточным multiprocessing и асинхронными подходами asyncio, aiohttp, concurrent.futures;</li> <li>Опыт применения Mongo, docker, nginx, Redis, RabbitMQ</li> </ul> <p> </p> <p><strong>Будет плюсом:</strong></p> <ul> <li>Понимание принципов DataScience Pipeline;</li> <li>Опыт разработки на Go</li> </ul> <p> </p> <p><strong>Мы предлагаем: </strong></p> <ul> <li>Работа в аккредитованной IT компании в команде профессионалов. Резиденты Сколково.</li> <li>Достойный уровень заработной платы;</li> <li>Официальное оформление в штат компании с первого дня работы и полностью «белая» заработная плата;</li> <li>Независимость и самостоятельность в реализации задач, поощрение инициативы, гибкий менеджмент и отсутствие бюрократии;</li> <li>Крупный перспективный проект федерального масштаба с возможностями для профессионального развития;</li> <li>Полностью удаленная работа;</li> <li>Интересные задачи и самые современные технологии</li> <li>Зарплатные ожидания обсуждаются на собеседовании и всегда принимаются во внимании про оффере.</li> </ul></body></html>","Redis; Docker; Управление проектами; API; Backend; Go; Python; Nginx; MongoDB; Нейронные сети; Удаленная работа; asyncio; aiohttp; RabbitMQ; ","44.392; 7.540; 7.539; "
84020130,"ЦИФРА","Auto QA engineer (Автоматизатор тестирования на Python, middle/senior)","<html><body><p>Мы разрабатываем продукт - <strong>""Цифровая Индустриальная Платформа""</strong> (Zyfra IIoT Platform) преимущественно для нефтепрома и реализуем масштабные проекты по цифровизации промышленности, решения для мониторинга промышленного оборудования и развиваем среду промышленного интернета вещей и искусственного интеллекта.</p> <p>Сейчас мы хотим найти <strong>Auto QA engineer на Python </strong>уровня <strong>middle/senior,</strong> который примет участие в контроле качества продукта.</p> <p>Нужен человек<em>, который умеет быстро разбираться “Как это устроено?” и не стесняется задавать вопросы, любит создавать хорошие тестовые артефакты и выполнять тестирование, топит за качество и умеет проявить инициативу, если видит место для улучшения.</em></p> <p><strong>В задачи QA - инженера входит:</strong></p> <ul> <li>Взаимодействовать с тимлидом, аналитиками и разработчиками;</li> <li>Создавать и ревьювить артефакты тестирования (например, тест-кейсы);</li> <li>Грамотно применять подходящие техники тест-дизайна при проектировании тестов для оптимального тестового покрытия;</li> <li>Тестировать все уровни web-приложения (UI, API, БД) с использованием подходящих инструментов;</li> <li>Читать логи;</li> <li>Делать запросы в БД;</li> <li>Выполнять полноценное тестирование изменений: smoke, регресс, новая функциональность, повторное тестирование;</li> <li>Тестировать интеграцию (очереди, обмен файлами, API);</li> <li>Оформлять дефекты в Jira;</li> <li>Предлагать улучшения по процессу/инструментам/подходам как ручного, так и авто тестирования, и через тимлида транслировать это на всех;</li> <li>Подготовка тестовых данных;</li> <li>Понимание HTML, DOM, JS, CSS;</li> <li>Навыки работы с системами контроля версия (Git);</li> <li><strong>Умение писать, понимать и ревьювить код на python</strong>;</li> <li><strong>Работать с библиотеками pytest, requests</strong>;</li> <li><strong>Писать модульные, интеграционные и end-to-end автотесты</strong>;</li> <li><strong>Писать локаторы разной сложности</strong>;</li> <li><strong>Писать UI тесты с помощью Selenium или Playwright</strong>;</li> <li>Модификация, усовершенствование, поддержка инструментов автоматизированного тестирования;</li> <li>Оптимизировать время выполнения автотестов;</li> <li>Делать продукт с каждым днем лучше.</li> </ul> <p><em>Если ты уже можешь, умеешь и практикуешь 80% из описанного, тогда точно тебе к нам!</em></p> <p><strong>Несомненным преимуществом будет:</strong></p> <ul> <li>Опыт работы со сборочными линиями в GitLab.</li> </ul> <p><strong>Фразы, которые использует наш идеальный QA - инженер:</strong></p> <ul> <li>«Это нельзя мержить в общую ветку, здесь критические дефекты»;</li> <li>«Вот этот кейс можно отнести к smoke, а вот этот - к регрессу»;</li> <li>«Здесь сложная функция, давайте сначала нарисую диаграмму»;</li> <li>«Подготовиться к тестированию этой функции проще, если дергать API»;</li> <li>«Не нашел в базе знаний важной информации и внес ее».</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Проекты федерального и международного уровня;</li> <li>Зарплата в белую, в рынке - давайте обсуждать;</li> <li> <p>Оформление по ТК РФ, хороший ДМС + стоматология после прохождения испытательного срока (3 мес.);</p> </li> <li> <p>Внешнее обучение после прохождения испытательного срока (3 мес.);</p> </li> <li> <p>Возможность развития;</p> </li> <li> <p>Проектные бонусы (до 20% от годовой зп);</p> </li> <li> <p>Корпоративный ноутбук, соответствующий требованиям роли;</p> </li> <li> <p>Работа в распределенной команде.</p> </li> </ul> <p><strong>График: </strong></p> <ul> <li>5/2, комбинированный вариант (удаленка + несколько дней в офисе в СПБ, Иваново и МСК) и дистанционный вариант из любого города ;</li> <li>работа в среднем с 10 до 19ч по мск.</li> </ul> <p><strong><em>Будем рады вашим откликам!</em></strong></p></body></html>","Atlassian Jira; Test case; Функциональное тестирование; Управление разработкой; SQL; PostgreSQL; HTML; Разработка технических заданий; Организаторские навыки; API; UI; Работа с базами данных; Selenium; Playwright; Автоматизация тестирования; Python; PyTest; ","7.540; 7.539; "
83645238,"Хенкин Александр Маркович","Middle/Senior Python-разработчик (удаленно)","<html><body><p>Ищем Middle или даже Senior Python разработчика в команду онлайн-компании, которая развивает проекты в сфере телеком и фитнес-тех.</p> <p>Мы строим инновационные сервисы для людей и любим то, что делаем.</p> <p><strong>Что нужно делать</strong><strong>:</strong></p> <p>Разрабатывать бэкенд/API для мобильного приложения, собственной CRM, принимать архитектурные решения и проводить комплексный рефакторинг кода.<br/><br/>Задачи разнообразные - от небольших доработок действующих систем до реализации с нуля новых фич.</p> <p>Ты будешь работать в небольшой команде и непосредственно влиять на развитие продукта, участвуя в принятии решений.</p> <p><strong>Наш стек</strong><strong>:</strong></p> <ul> <li>Используем Django, Ruby on Rails, Postgres, Elastic, Next/Nuxt JS</li> <li>А также, GitLab, Rollbar, Centry, Docker, Redis</li> <li>Рабочая коммуникация в Slack</li> </ul> <p><strong>Скорее к нам</strong><strong>, если</strong><strong>:</strong></p> <ul> <li>Есть хороший опыт работы с Python (Django) или Ruby on Rails</li> <li>У тебя есть опыт работы в команде в любой позиции на большом проекте</li> <li>Знаешь классические алгоритмы и структуры данных, понимаешь принципы проектирования архитектуры больших проектов</li> <li>Умеешь писать чистый код и находить баланс между быстро/хорошо</li> <li>Пишешь тесты</li> </ul> <p><strong>Мы обещаем:</strong></p> <ul> <li>Официальная зарплата до 280 000 рублей. Точная сумма зависит от твоих навыков и ожиданий — обсудим их на собеседовании.</li> <li>Удалёнка и пятидневная рабочая неделя со свободным графиком. Можно работать в любое время. Главное – сделанные задачи.</li> <li>Компенсация расходов на фитнес</li> <li>Дружественная корпоративная культура, небольшая команда и регулярные встречи в неформальной обстановке</li> </ul> <p><strong>Еще о нас:</strong></p> <p><em>Работаем давно и развиваемся дальше</em></p> <p>Мы работаем с 2013 года, достигли лидирующих позиций на рынке, запустили второй проект с нуля и сейчас выходим в новые страны.</p> <p><em>Самостоятельность и инициатива</em></p> <p>Мы за самостоятельное принятие решений сотрудником, любые идеи и инициатива приветствуется.</p> <p><em>Мы открыты </em></p> <p>Наши цели и принимаемые решения — открытые. Многие решения принимаются коллегиально. С основателями и CEO можно связаться напрямую.</p> <p><em>Удалённо, но близко</em></p> <p>90% сотрудников компании работает удалённо, не только из РФ, но по всему миру. При этом, мы всегда на связи, регулярно встречаемся всей командой в онлайн-конференциях не только обсудить задачи, но и поболтать. Два раза в год встречаемся оффлайн, чтобы отдохнуть и пообщаться.</p></body></html>","Git; Python; PostgreSQL; Docker; ООП; Django Framework; Redis; ",""
83953135,"НПФ ФИТО","Strong junior / Middle Python разработчик","<html><body><p><strong>Наш партнёр Компания Планометрика <strong>находится в поисках активного и целеустремлённого </strong></strong><strong>Strong </strong><strong>junior / </strong><strong>Middle </strong><strong>Python разработчик.</strong></p> <p><strong>Обязанности:</strong></p> <p>Разработка механизмов и скриптов в соответствии с требованиями бизнес-пользователей;</p> <p>Тестирование и исправление ошибок;</p> <p>Аккуратная работа с трекером задач (JIRA).</p> <p>После двухнедельного оплачиваемого погружения в проект основной обязанностью на данной позиции будет разработка, тестирование и развитие приложения для бюджетирования бизнеса на Python (Frontend и Backend).</p> <p><strong>Требования к кандидату:</strong></p> <p>Высшее техническое образование;</p> <p>Опыт разработки на Python (в реальных проектах) от года;</p> <p>Наличие успешно реализованных проектов;</p> <p>SQL, GitHub;</p> <p>Понимание и опыт работы с REST API и Json;</p> <p>Опыт работы с одним из web framework Python (Flask/Django/FastAPI и т.д.);</p> <p>Знание и использование принципов ООП;</p> <p>Уверенный пользователь MS Office;</p> <p>Английский язык - чтение технической документации.</p> <p>Будет преимуществом:</p> <p>Навыки программирования VB.NET, Javascript, веб-технологии;</p> <p>Понимание принципов информационной безопасности;</p> <p>Разговорный английский;</p> <p>Уверенный пользователь средств описания бизнес-процессов (MS Visio и пр.).</p> <p><strong>Условия:</strong></p> <p>Достойная заработная плата по результатам собеседования + премии по итогам работы;</p> <p>Оформление в соответствии с ТК РФ;</p> <p>Возможность удаленной работы со встречами в офисе раз в неделю;</p> <p>Все условия для профессионального и карьерного роста;</p> <p>Адрес офиса Зубовский бульвар, 17.</p> <p> </p> <p>Работая в команде Планометрики, Вы получите практический опыт в развитии современного коммерческого продукта, приобретете знания об основных принципах финансового планирования, бюджетирования, управленческого учета. Мы ждем открытого и гибкого человека для совместного достижения целей бизнеса.</p></body></html>","","13.663; "
82510263,"Тазмар","Middle Backend Data Engineer (Python)","<html><body><p>Мы – инновационная группа компаний «Тазмар», обитаем в Санкт-Петербурге и Москве, занимаемся логистикой, ВЭД, морскими и гидротехническими технологиями. В IT подразделение “Tazmar IT-solutions” сейчас требуются Дата Инженеры для развития собственного продукта – облачной платформы менеджмента цифровых двойников ГИС-объектов, предоставляющую профильные аналитические и информационные сервисы.</p> <p><strong>О проекте:</strong><br/>Платформа работает с множеством различных слоев данных, в том числе с данными лазерного сканирования, фотограмметрическими и 3Д-моделями (BIM) и предоставляет сопутствующую аналитику в морских, строительных и диагностических отраслях. Мы разрабатываем собственные сервисы анализа и визуализации больших данных, как в плоскостном, так и в пространственном представлении, включая AR/VR. У нас есть собственный парк беспилотных летательных, надводных и подводных аппаратов, обеспечивающих накопление собственного банка данных. Сейчас на проекте работает 11 человек.</p> <p><strong>Текущий технологический стэк:</strong></p> <ul> <li><strong>Front</strong>: Vue 3 (composition API) + vite.js; Three.js; Openlayers; devextreme.js; MVC ООП-style</li> <li><strong>Back</strong>: Nest.js (Typescript) REST+ WebSocket, Camunda BPM Engine, Serverless containers (Python)</li> <li><strong>Auth</strong>: Keycloak, OpenID, OAuth2</li> <li><strong>Database</strong>: PostgreSQL/PostGIS</li> <li><strong>Object Storage</strong>: Minio on-prem, Yandex Object Storage</li> <li><strong>Virtualization</strong>: OpenShift on-prem, Yandex Managed Kubernetes</li> <li><strong>Message Brokers</strong>: Kafka</li> <li><strong>AR/VR</strong>: AR.JS / WebXR</li> <li><strong>Project Management</strong>: Gitlab, Enterprise Architect, Asana</li> <li><strong>Общая архитектура</strong>: SOA, EDA</li> </ul> <p>Одним из центральных направлений развития нашего IT продукта - разработка не только облачного хранилища но и полного цикла обработки и глубокой аналитики данных лазерного сканирования (LiDAR) и других форматов геопространственных данных. Для этих целей мы развиваем собственный, полностью облачный пайплайн сервисов и платформу обработки. Разбота над развитием этой плаформы даст тебе шанс не только расширить твои горизонты в области и классического Data Engineering но и погрузится в полностью новые технологии кластерной обработки геопространственных данных.</p> <p>На данном этапе наша команда ищет бекэнд дата инжеренера с уверенными навыками Python и опытом работы с облачными сервисами для доработки индивидуальных модулей системы, их интеграции в рабочие процессы и доработку сервисной шины, а также для развития платформы в целом.</p> <p><strong>Навыки которые тебе необходимы:</strong></p> <p>- 2-3 года коммерческой разработки на Python (приветствуется опыт работы с другими бекэнд языками (JS в частности))</p> <p>- Опыт работы с СУБД (PostgreSQL)</p> <p>- Опыт работы с брокерами сообщений (Kafka)</p> <p>- Опыт работы с Kubernetes проектами.</p> <p><strong>Навыки которые будут приветствоваться:</strong></p> <p>- Опыт работы с облачными хранилищами и форматами данных</p> <p>- Опыт работы с графовыми структурами данных (Neo4j)</p> <p>- Опыт разработки и внедрения безсерверных вычислений</p> <p>- Опыт работы с Apache Airflow\Nifi или подобными платформами</p> <p><strong>Условия:</strong><br/>Мы рассматриваем кандидата на удаленную работу, но – можешь приходить к нам в офис, мы готовы предоставить тебе рабочее место. Но мы на этом не настаиваем, хотя, было бы неплохо периодически видеться для предоставления живой обратной связи друг другу.</p> <p> </p> <div> <div title=""Перевести выделенный фрагмент""> </div> <div title=""Прослушать""> </div> <div title=""Скопировать текст в буфер обмена""> </div> </div></body></html>","Python; ГИС; Big Data; JS; PostgreSQL; Kafka; Git; Neo4j; Apache Airflow; Kubernetes; Docker; ","5.468; 5.464; 5.463; 45.537; "
